Ticker,Total Trades,Profitable Trades,Losing Trades,Total Profit/Loss,Profit Percentage,Buy Prices,Sell Prices
SHIVATEX,3,2,1,166225,166.23,"44.54999923706055, 14.75, 21.299999237060547","32.95000076293945, 52.70000076293945, 90.94999694824219"
SHK,0,0,0,0,0.0,,
SHOPERSTOP,4,2,2,123380,123.38,"52.071006774902344, 364.4970397949219, 310.24853515625, 170.27218627929688","169.53846740722656, 273.1834411621094, 181.39645385742188, 583.4500122070312"
SHRADHA,2,1,1,47804,47.8,"21.428571701049805, 12.2380952835083","11.90476131439209, 37.45000076293945"
SHREDIGCEM,0,0,0,0,0.0,,
SHREECEM,2,1,1,55556,55.56,"1237.8499755859375, 2070.050048828125","786.0999755859375, 6851.0498046875"
SHREEPUSHK,2,1,1,54855,54.85,"164.14999389648438, 89.0999984741211","121.44999694824219, 280.25"
SHREERAMA,3,2,1,192907,192.91,"6.5114521980285645, 3.146472930908203, 10.269740104675293","4.719709873199463, 15.732368469238281, 33.0"
SHRENIK,4,0,4,-35028,-35.03,"18.233333587646484, 9.975000381469727, 2.5999999046325684, 1.75","12.083333015441895, 7.175000190734863, 1.75, 1.100000023841858"
SHREYANIND,2,1,1,66662,66.66,"15.0, 164.39999389648438","54.95000076293945, 109.6500015258789"
SHREYAS,4,2,2,106287,106.29,"23.899999618530273, 323.1499938964844, 81.69999694824219, 60.400001525878906","76.75, 225.39999389648438, 38.650001525878906, 181.60000610351562"
SHRIPISTON,1,1,0,67216,67.22,297.0,945.125
SHRIRAMFIN,2,2,0,127235,127.24,"152.04779052734375, 563.2247924804688","475.3868713378906, 1735.199951171875"
SHRIRAMPPS,0,0,0,0,0.0,,
SHYAMCENT,1,0,1,-8694,-8.69,6.900000095367432,4.75
SHYAMMETL,0,0,0,0,0.0,,
SHYAMTEL,5,0,5,-41097,-41.1,"97.5, 45.25, 31.049999237060547, 12.5, 8.600000381469727","72.30000305175781, 33.70000076293945, 20.700000762939453, 9.050000190734863, 5.900000095367432"
SICALLOG,0,0,0,0,0.0,,
SIEMENS,4,2,2,105839,105.84,"268.1000061035156, 709.0499877929688, 595.5, 1099.699951171875","823.4500122070312, 504.29998779296875, 432.70001220703125, 3327.14990234375"
SIGACHI,0,0,0,0,0.0,,
SIGIND,5,1,4,22410,22.41,"104.5, 325.0, 120.5, 129.0, 46.79999923706055","320.04998779296875, 207.0, 83.0, 84.5, 33.849998474121094"
SIGMA,0,0,0,0,0.0,,
SIGNATURE,0,0,0,0,0.0,,
SIKKO,2,1,1,99208,99.21,"11.5, 7.5","8.333333015441895, 32.733333587646484"
SIL,7,2,5,102812,102.81,"29.649999618530273, 28.25, 54.70000076293945, 12.649999618530273, 29.950000762939453, 17.0, 15.350000381469727","20.350000381469727, 110.5999984741211, 35.25, 38.650001525878906, 19.5, 12.050000190734863, 10.399999618530273"
SILGO,1,0,1,-7543,-7.54,33.400001525878906,25.0
SILINV,5,2,3,93547,93.55,"88.05000305175781, 38.849998474121094, 198.10000610351562, 155.5500030517578, 141.10000610351562","63.70000076293945, 125.0, 147.9499969482422, 79.94999694824219, 430.1499938964844"
SILLYMONKS,4,0,4,-31165,-31.17,"48.409088134765625, 38.6363639831543, 27.0, 18.299999237060547","34.659088134765625, 28.09090805053711, 18.700000762939453, 13.25"
SILVERTUC,0,0,0,0,0.0,,
SIMBHALS,7,1,6,7363,7.36,"44.0, 23.100000381469727, 42.20000076293945, 30.0, 34.150001525878906, 13.550000190734863, 6.849999904632568","32.5, 71.8499984741211, 28.399999618530273, 20.0, 22.600000381469727, 9.75, 4.25"
SIMPLEXINF,7,2,5,100059,100.06,"303.4100036621094, 177.0, 85.1500015258789, 329.3999938964844, 265.3500061035156, 179.85000610351562, 55.099998474121094","214.9499969482422, 550.8499755859375, 318.1499938964844, 196.35000610351562, 197.64999389648438, 120.05000305175781, 32.79999923706055"
SINDHUTRAD,0,0,0,0,0.0,,
SINTERCOM,1,0,1,-14933,-14.93,76.0,35.54999923706055
SIRCA,1,1,0,71895,71.89,102.30000305175781,348.625
SIS,0,0,0,0,0.0,,
SIYSIL,4,2,2,104576,104.58,"52.07999801635742, 244.1699981689453, 447.45001220703125, 135.10000610351562","37.09000015258789, 743.9000244140625, 304.8500061035156, 410.29998779296875"
SJS,0,0,0,0,0.0,,
SJVN,1,1,0,69239,69.24,22.200000762939453,73.1500015258789
SKFINDIA,3,2,1,118055,118.06,"232.5, 150.0, 1264.199951171875","171.75, 461.6000061035156, 3877.85009765625"
SKIPPER,1,0,1,-10430,-10.43,153.08998107910156,97.0123519897461
SKMEGGPROD,3,1,2,48654,48.65,"22.799999237060547, 65.25, 33.04999923706055","15.649999618530273, 48.900001525878906, 102.80000305175781"
SKYGOLD,0,0,0,0,0.0,,
SMARTLINK,1,1,0,120881,120.88,47.849998474121094,230.75
SMCGLOBAL,0,0,0,0,0.0,,
SMLISUZU,5,3,2,180321,180.32,"134.8312530517578, 269.29998779296875, 966.75, 833.0, 692.5","431.45001220703125, 837.7000122070312, 681.9000244140625, 571.7000122070312, 2194.39990234375"
SMLT,0,0,0,0,0.0,,
SMSLIFE,1,0,1,-8633,-8.63,721.3499755859375,510.04998779296875
SMSPHARMA,4,1,3,24768,24.77,"27.4462947845459, 19.817846298217773, 8.733126640319824, 43.150001525878906","18.898069381713867, 9.913663864135742, 26.265758514404297, 26.899999618530273"
SNOWMAN,1,0,1,-8464,-8.46,58.45000076293945,41.900001525878906
SOBHA,6,3,3,160787,160.79,"99.0999984741211, 293.5, 254.35000610351562, 226.89999389648438, 700.1500244140625, 520.6500244140625","315.8500061035156, 217.0500030517578, 133.85000610351562, 789.8499755859375, 430.6000061035156, 1565.1500244140625"
SOFTTECH,2,1,1,53156,53.16,"55.0, 41.0","38.29999923706055, 129.0"
SOLARA,1,0,1,-7537,-7.54,451.6000061035156,327.45001220703125
SOLARINDS,2,2,0,121424,121.42,"56.0, 1088.5","169.89999389648438, 3331.89990234375"
SOMANYCERA,4,1,3,27688,27.69,"13.0, 595.2000122070312, 214.9499969482422, 118.30000305175781","9.699999809265137, 373.6499938964844, 92.0, 370.95001220703125"
SOMATEX,6,1,5,33892,33.89,"31.75, 13.5, 11.5, 4.800000190734863, 3.25, 2.0999999046325684","20.25, 9.699999809265137, 7.699999809265137, 2.8499999046325684, 2.0, 7.699999809265137"
SOMICONVEY,0,0,0,0,0.0,,
SONACOMS,0,0,0,0,0.0,,
SONAMLTD,1,1,0,61832,61.83,10.125,31.100000381469727
SONATSOFTW,3,1,2,41295,41.3,"16.143749237060547, 125.8125, 89.4749984741211","11.681249618530273, 61.57500076293945, 280.04998779296875"
SOTL,3,2,1,121610,121.61,"25.0, 127.86000061035156, 101.66000366210938","79.87999725341797, 91.30000305175781, 322.6199951171875"
SOUTHBANK,2,1,1,65170,65.17,"16.520097732543945, 8.050000190734863","12.25, 27.149999618530273"
SOUTHWEST,3,1,2,46437,46.44,"25.475000381469727, 16.799999237060547, 40.900001525878906","18.700000762939453, 11.899999618530273, 136.10000610351562"
SPAL,2,1,1,81365,81.37,"251.9499969482422, 78.80000305175781","162.64999389648438, 323.1499938964844"
SPANDANA,1,0,1,-10570,-10.57,623.4000244140625,397.29998779296875
SPARC,4,1,3,25544,25.54,"84.9546890258789, 51.588356018066406, 191.10000610351562, 160.1999969482422","50.26933670043945, 160.50791931152344, 116.0999984741211, 96.44999694824219"
SPCENET,3,0,3,-45998,-46.0,"1.600000023841858, 0.6499999761581421, 1.4500000476837158","0.6499999761581421, 0.44999998807907104, 0.6499999761581421"
SPECIALITY,2,1,1,54111,54.11,"94.5, 31.649999618530273","64.6500015258789, 99.8499984741211"
SPENCERS,1,0,1,-9835,-9.84,79.1500015258789,51.79999923706055
SPIC,5,1,4,22807,22.81,"21.899999618530273, 7.699999809265137, 28.25, 25.25, 20.600000381469727","10.449999809265137, 24.5, 19.950000762939453, 18.700000762939453, 11.800000190734863"
SPLIL,3,0,3,-31682,-31.68,"36.5, 6.099999904632568, 34.349998474121094","26.450000762939453, 3.9000000953674316, 23.850000381469727"
SPLPETRO,2,0,2,-16568,-16.57,"10.800000190734863, 92.8499984741211","7.75, 65.05000305175781"
SPMLINFRA,5,2,3,133619,133.62,"234.35000610351562, 68.0999984741211, 94.69999694824219, 38.79999923706055, 10.199999809265137","146.89999389648438, 241.8000030517578, 70.0, 133.75, 7.449999809265137"
SPORTKING,0,0,0,0,0.0,,
SPYL,4,0,4,-34798,-34.8,"2.4000000953674316, 1.100000023841858, 0.44999998807907104, 0.6499999761581421","1.7999999523162842, 0.800000011920929, 0.30000001192092896, 0.44999998807907104"
SREEL,0,0,0,0,0.0,,
SRF,2,1,1,55017,55.02,"47.27000045776367, 343.05999755859375","30.389999389648438, 1114.780029296875"
SRGHFL,0,0,0,0,0.0,,
SRHHYPOLTD,2,1,1,67038,67.04,"21.5, 149.6999969482422","75.9000015258789, 93.55000305175781"
SRPL,2,1,1,98770,98.77,"2.609999895095825, 1.899999976158142","11.890000343322754, 1.350000023841858"
SSWL,3,2,1,122362,122.36,"12.109999656677246, 4.650000095367432, 43.5099983215332","8.664999961853027, 14.765000343322754, 136.08999633789062"
STAR,3,1,2,55065,55.06,"182.427978515625, 76.36520385742188, 485.7442321777344","127.97465515136719, 264.6674499511719, 307.70001220703125"
STARCEMENT,0,0,0,0,0.0,,
STARHEALTH,0,0,0,0,0.0,,
STARPAPER,6,1,5,63505,63.51,"47.0, 26.299999237060547, 14.199999809265137, 7.650000095367432, 167.0500030517578, 113.30000305175781","32.75, 19.450000762939453, 8.399999618530273, 34.5, 106.0999984741211, 70.55000305175781"
STARTECK,0,0,0,0,0.0,,
STCINDIA,7,3,4,251525,251.53,"71.94999694824219, 311.45001220703125, 170.10000610351562, 268.0, 129.5500030517578, 100.5, 45.599998474121094","462.5, 207.14999389648438, 514.5999755859375, 195.10000610351562, 73.30000305175781, 73.0999984741211, 137.39999389648438"
STEELCAS,0,0,0,0,0.0,,
STEELCITY,2,1,1,54830,54.83,"32.900001525878906, 29.200000762939453","17.950000762939453, 95.69999694824219"
STEELXIND,5,1,4,34127,34.13,"2.7699999809265137, 1.840000033378601, 2.575000047683716, 17.049999237060547, 13.800000190734863","1.9900000095367432, 1.2549999952316284, 8.170000076293945, 12.449999809265137, 10.300000190734863"
STEL,4,2,2,118930,118.93,"13.0, 28.100000381469727, 108.3499984741211, 134.64999389648438","9.0, 100.0999984741211, 67.0, 404.1000061035156"
STERTOOLS,3,2,1,125085,125.08,"6.599999904632568, 19.5, 176.1999969482422","19.860000610351562, 63.130001068115234, 115.55000305175781"
STLTECH,7,1,6,-2549,-2.55,"43.11000061035156, 58.54999923706055, 32.70000076293945, 157.39999389648438, 95.55000305175781, 224.4499969482422, 172.0500030517578","23.43000030517578, 39.29999923706055, 23.299999237060547, 91.94999694824219, 291.54998779296875, 148.4499969482422, 110.80000305175781"
STOVEKRAFT,1,0,1,-10158,-10.16,611.0,409.29998779296875
STYLAMIND,0,0,0,0,0.0,,
STYRENIX,3,0,3,-29605,-29.61,"143.75, 743.25, 620.9500122070312","92.0, 494.8500061035156, 462.20001220703125"
SUBEXLTD,7,2,5,79869,79.87,"97.69999694824219, 28.350000381469727, 66.0999984741211, 14.699999809265137, 7.449999809265137, 7.0, 37.400001525878906","34.70000076293945, 90.9000015258789, 44.900001525878906, 10.399999618530273, 5.550000190734863, 22.75, 27.100000381469727"
SUBROS,4,2,2,117023,117.02,"31.350000381469727, 19.799999237060547, 267.75, 175.25","19.700000762939453, 67.0999984741211, 190.5, 541.8499755859375"
SUDARSCHEM,3,1,2,51333,51.33,"14.994999885559082, 66.55000305175781, 34.79999923706055","10.104999542236328, 48.64500045776367, 108.13999938964844"
SUKHJITS,0,0,0,0,0.0,,
SULA,0,0,0,0,0.0,,
SUMICHEM,0,0,0,0,0.0,,
SUMIT,1,1,0,76285,76.28,9.75,32.95000076293945
SUMMITSEC,2,1,1,83390,83.39,"590.3499755859375, 340.04998779296875","416.6499938964844, 1366.449951171875"
SUNCLAY,0,0,0,0,0.0,,
SUNDARAM,7,1,6,10785,10.78,"3.6500000953674316, 3.3499999046325684, 3.1500000953674316, 2.75, 1.7999999523162842, 1.4500000476837158, 3.25","2.299999952316284, 2.0999999046325684, 2.3499999046325684, 1.899999976158142, 1.149999976158142, 4.699999809265137, 2.3499999046325684"
SUNDARMFIN,3,3,0,205881,205.88,"80.0303726196289, 215.59368896484375, 1123.980224609375","280.44342041015625, 728.4663696289062, 3408.10009765625"
SUNDARMHLD,2,1,1,65037,65.04,"66.17101287841797, 43.19558334350586","36.92955780029297, 156.9499969482422"
SUNDRMBRAK,3,2,1,118305,118.31,"149.0, 296.29998779296875, 219.0500030517578","491.95001220703125, 159.14999389648438, 668.25"
SUNDRMFAST,7,2,5,79451,79.45,"66.9000015258789, 26.950000762939453, 20.0, 60.0, 48.349998474121094, 474.5, 374.29998779296875","49.20000076293945, 18.350000381469727, 62.95000076293945, 43.04999923706055, 33.70000076293945, 292.5, 1128.3499755859375"
SUNFLAG,5,2,3,116922,116.92,"17.149999618530273, 27.200000762939453, 19.850000381469727, 69.5, 31.350000381469727","12.199999809265137, 19.200000762939453, 60.75, 47.599998474121094, 120.94999694824219"
SUNPHARMA,4,1,3,46182,46.18,"872.9500122070312, 679.0, 552.9000244140625, 426.75","630.0, 501.6000061035156, 409.8500061035156, 1418.449951171875"
SUNTECK,2,1,1,64974,64.97,"171.4499969482422, 119.0250015258789","124.67500305175781, 406.25"
SUNTV,2,1,1,49285,49.29,"361.29998779296875, 180.4499969482422","235.5, 547.0"
SUPERHOUSE,1,0,1,-8326,-8.33,211.9499969482422,154.64999389648438
SUPERSPIN,2,1,1,58751,58.75,"5.800000190734863, 10.600000381469727","18.149999618530273, 7.849999904632568"
SUPRAJIT,5,2,3,102952,102.95,"13.050000190734863, 7.204999923706055, 19.850000381469727, 244.8000030517578, 144.4499969482422","7.679999828338623, 4.949999809265137, 68.3499984741211, 165.25, 443.0"
SUPREMEENG,3,0,3,-33340,-33.34,"2.884999990463257, 2.1500000953674316, 2.430000066757202","1.465000033378601, 1.5850000381469727, 1.7000000476837158"
SUPREMEIND,4,2,2,111004,111.0,"18.74799919128418, 43.68000030517578, 32.09000015258789, 1174.75","61.54999923706055, 23.559999465942383, 99.83999633789062, 867.7000122070312"
SUPREMEINF,9,2,7,70275,70.27,"40.95000076293945, 235.10000610351562, 290.70001220703125, 138.4499969482422, 103.30000305175781, 35.45000076293945, 20.100000381469727, 15.050000190734863, 9.899999618530273","138.39999389648438, 171.0500030517578, 191.64999389648438, 69.4000015258789, 71.4000015258789, 24.049999237060547, 8.449999809265137, 10.5, 33.25"
SUPRIYA,1,0,1,-10507,-10.51,376.8500061035156,244.60000610351562
SURAJEST,0,0,0,0,0.0,,
SURANASOL,4,1,3,57719,57.72,"27.25, 10.350000381469727, 8.550000190734863, 8.100000381469727","18.25, 7.300000190734863, 6.25, 29.450000762939453"
SURANAT&P,2,0,2,-15386,-15.39,"5.449999809265137, 4.699999809265137","3.6500000953674316, 3.25"
SURYALAXMI,3,0,3,-28759,-28.76,"96.6500015258789, 57.099998474121094, 115.9000015258789","67.25, 39.25, 85.0999984741211"
SURYAROSNI,4,2,2,96504,96.5,"27.774999618530273, 126.1500015258789, 89.57499694824219, 58.875","84.375, 93.75, 31.450000762939453, 181.14999389648438"
SURYODAY,1,0,1,-7989,-7.99,135.5,97.75
SUTLEJTEX,2,1,1,52745,52.75,"10.880000114440918, 2.413332939147949","7.203332901000977, 7.46999979019165"
SUULD,1,1,0,120805,120.8,10.100000381469727,48.17499923706055
SUVEN,2,2,0,249454,249.45,"0.6596530079841614, 8.398969650268555","2.5294458866119385, 57.07430648803711"
SUVENPHAR,0,0,0,0,0.0,,
SUVIDHAA,0,0,0,0,0.0,,
SUZLON,6,1,5,26061,26.06,"198.98614501953125, 58.67387390136719, 25.709991455078125, 8.81485366821289, 5.279729843139648, 7.529354095458984","139.66033935546875, 42.4673957824707, 16.4360294342041, 6.5652289390563965, 3.8564980030059814, 24.549999237060547"
SVLL,0,0,0,0,0.0,,
SVPGLOB,1,0,1,-16844,-16.84,34.25,15.75
SWANENERGY,2,2,0,130092,130.09,"67.1500015258789, 117.44999694824219","208.5500030517578, 385.6000061035156"
SWARAJENG,3,2,1,126621,126.62,"107.19999694824219, 432.75, 1236.25","350.3500061035156, 1345.199951171875, 905.0999755859375"
SWELECTES,8,4,4,233530,233.53,"75.66666412353516, 186.43333435058594, 96.16666412353516, 315.8999938964844, 232.89999389648438, 142.9499969482422, 112.25, 362.45001220703125","253.5, 139.1666717529297, 288.9666748046875, 228.1999969482422, 156.96665954589844, 83.55000305175781, 379.1499938964844, 1095.449951171875"
SWSOLAR,1,1,0,68857,68.86,219.64999389648438,701.8499755859375
SYMPHONY,1,0,1,-9549,-9.55,1166.6500244140625,778.7000122070312
SYNCOMF,0,0,0,0,0.0,,
SYNGENE,0,0,0,0,0.0,,
SYRMA,0,0,0,0,0.0,,
TAINWALCHM,3,2,1,112851,112.85,"17.700000762939453, 14.899999618530273, 47.75","12.100000381469727, 45.04999923706055, 146.39999389648438"
TAJGVK,3,1,2,43418,43.42,"213.14999389648438, 150.0, 56.0","155.0500030517578, 103.0999984741211, 168.9499969482422"
TAKE,4,1,3,42277,42.28,"62.525001525878906, 25.549999237060547, 149.35000610351562, 53.25","27.899999618530273, 96.19999694824219, 95.4000015258789, 28.649999618530273"
TALBROAUTO,2,1,1,47201,47.2,"22.170000076293945, 97.58999633789062","14.029999732971191, 298.8999938964844"
TANLA,3,1,2,47983,47.98,"45.70000076293945, 8.350000381469727, 3.5999999046325684","30.950000762939453, 5.900000095367432, 11.100000381469727"
TARAPUR,3,1,2,46829,46.83,"6.449999809265137, 4.400000095367432, 3.5","4.349999904632568, 3.25, 10.949999809265137"
TARC,0,0,0,0,0.0,,
TARMAT,4,2,2,124176,124.18,"209.0, 7.849999904632568, 37.650001525878906, 25.0","127.0, 24.75, 26.649999618530273, 84.25"
TARSONS,0,0,0,0,0.0,,
TASTYBITE,1,0,1,-7458,-7.46,11752.2001953125,8022.35009765625
TATACHEM,3,1,2,49959,49.96,"99.09165954589844, 75.63592529296875, 307.5038146972656","69.97039794921875, 245.20501708984375, 223.5500030517578"
TATACOMM,4,1,3,33935,33.94,"168.1085968017578, 116.97750854492188, 425.5025939941406, 334.0751037597656","122.37933349609375, 351.2119445800781, 310.76031494140625, 233.14999389648438"
TATACONSUM,3,1,2,50958,50.96,"83.30000305175781, 80.58499908447266, 60.005001068115234","61.79999923706055, 50.77000045776367, 198.0"
TATAELXSI,3,2,1,162546,162.55,"108.8499984741211, 54.900001525878906, 702.5999755859375","79.0250015258789, 208.52499389648438, 2690.60009765625"
TATAINVEST,2,2,0,150840,150.84,"230.75, 850.5999755859375","740.1500244140625, 3273.39990234375"
TATAMOTORS,4,2,2,121581,121.58,"148.8778076171875, 35.67732620239258, 196.34400939941406, 98.25","110.32173919677734, 116.9753189086914, 135.60000610351562, 322.95001220703125"
TATAMTRDVR,4,2,2,125743,125.74,"107.3499984741211, 260.1000061035156, 81.75, 40.04999923706055","377.25, 183.3000030517578, 55.5, 128.6999969482422"
TATAPOWER,2,1,1,66589,66.59,"68.8499984741211, 44.849998474121094","46.70000076293945, 158.75"
TATASTEEL,8,3,5,136382,136.38,"40.90359878540039, 19.616846084594727, 51.161956787109375, 34.33186340332031, 23.49448585510254, 52.099998474121094, 42.75, 32.66999816894531","19.98365020751953, 58.85054016113281, 36.69941329956055, 23.523067474365234, 70.50499725341797, 34.4900016784668, 26.959999084472656, 103.4000015258789"
TATATECH,0,0,0,0,0.0,,
TATVA,1,0,1,-9742,-9.74,1601.800048828125,1078.5999755859375
TBZ,6,1,5,22049,22.05,"163.35000610351562, 125.30000305175781, 71.6500015258789, 62.04999923706055, 41.54999923706055, 29.25","118.8499984741211, 91.05000305175781, 50.79999923706055, 44.650001525878906, 20.100000381469727, 98.19999694824219"
TCI,1,1,0,72873,72.87,140.2967987060547,475.1499938964844
TCIEXP,1,0,1,-8518,-8.52,1587.25,1120.949951171875
TCLCONS,4,1,3,45278,45.28,"45.599998474121094, 14.899999618530273, 1.7000000476837158, 15.199999809265137","34.099998474121094, 7.699999809265137, 5.800000190734863, 10.5"
TCNSBRANDS,0,0,0,0,0.0,,
TCPLPACK,0,0,0,0,0.0,,
TCS,3,2,1,116758,116.76,"269.3500061035156, 134.6374969482422, 557.9000244140625","166.39999389648438, 419.8999938964844, 1766.050048828125"
TDPOWERSYS,2,1,1,65776,65.78,"47.709999084472656, 23.579999923706055","35.0099983215332, 79.38999938964844"
TEAMLEASE,1,0,1,-12369,-12.37,3024.949951171875,1627.0999755859375
TECHIN,5,2,3,119063,119.06,"8.25, 4.050000190734863, 5.75, 4.599999904632568, 2.5999999046325684","5.849999904632568, 14.0, 3.75, 3.0999999046325684, 8.550000190734863"
TECHM,3,2,1,112681,112.68,"228.39999389648438, 81.9749984741211, 485.20001220703125","154.8000030517578, 247.8000030517578, 1477.8499755859375"
TECHNOE,4,3,1,203779,203.78,"77.30000305175781, 45.150001525878906, 264.29998779296875, 203.8000030517578","274.6499938964844, 139.0, 180.9499969482422, 710.9000244140625"
TECILCHEM,0,0,0,0,0.0,,
TEGA,0,0,0,0,0.0,,
TEJASNET,2,1,1,74417,74.42,"99.30000305175781, 47.900001525878906","46.349998474121094, 193.0"
TEMBO,2,1,1,59838,59.84,"69.90418243408203, 154.51034545898438","235.27816772460938, 110.05000305175781"
TERASOFT,1,0,1,-12180,-12.18,63.29999923706055,37.150001525878906
TEXINFRA,2,1,1,58867,58.87,"58.150001525878906, 25.75","42.54999923706055, 82.3499984741211"
TEXMOPIPES,7,2,5,70998,71.0,"70.0999984741211, 41.900001525878906, 22.299999237060547, 4.599999904632568, 24.149999618530273, 15.649999618530273, 14.850000381469727","46.5, 16.549999237060547, 9.199999809265137, 15.699999809265137, 14.600000381469727, 8.25, 53.849998474121094"
TEXRAIL,7,0,7,-59969,-59.97,"73.95500183105469, 58.150001525878906, 63.605201721191406, 53.48103332519531, 117.49483489990234, 95.38510131835938, 68.68998718261719","49.79999923706055, 42.79999923706055, 46.58025360107422, 37.273284912109375, 85.26093292236328, 65.23959350585938, 50.53004455566406"
TFCILTD,5,2,3,98558,98.56,"19.899999618530273, 15.199999809265137, 57.650001525878906, 133.64999389648438, 38.95000076293945","14.050000190734863, 47.70000076293945, 38.849998474121094, 60.349998474121094, 127.05000305175781"
TFL,4,1,3,30705,30.7,"7.884669780731201, 8.56831169128418, 7.246603965759277, 5.46913480758667","25.4770565032959, 5.46913480758667, 4.3297319412231445, 3.6916658878326416"
TGBHOTELS,4,1,3,28705,28.7,"74.6500015258789, 62.150001525878906, 16.100000381469727, 3.5999999046325684","41.0, 41.5, 11.399999618530273, 10.899999618530273"
THANGAMAYL,2,2,0,126385,126.39,"97.625, 129.625","302.57501220703125, 395.79998779296875"
THEINVEST,2,0,2,-18083,-18.08,"165.14999389648438, 109.9000015258789","122.25, 78.4000015258789"
THEJO,1,1,0,86642,86.64,161.6666717529297,616.0
THEMISMED,5,3,2,215427,215.43,"6.824999809265137, 8.920000076293945, 7.110000133514404, 5.054999828338623, 24.75","26.604999542236328, 6.340000152587891, 4.5, 15.835000038146973, 92.43000030517578"
THERMAX,4,2,2,103607,103.61,"491.29998779296875, 180.64999389648438, 647.1500244140625, 480.0","324.70001220703125, 546.1500244140625, 442.3500061035156, 1477.8499755859375"
THOMASCOOK,3,1,2,33064,33.06,"20.03278160095215, 14.905667304992676, 57.534786224365234","12.854095458984375, 45.08011245727539, 23.799999237060547"
THOMASCOTT,5,1,4,17809,17.81,"12.449999809265137, 6.0, 9.550000190734863, 8.600000381469727, 5.5","8.100000381469727, 18.0, 6.5, 5.75, 4.099999904632568"
THYROCARE,2,0,2,-18357,-18.36,"668.9500122070312, 700.2999877929688","491.8999938964844, 451.75"
TI,1,0,1,-9009,-9.01,51.20000076293945,36.45000076293945
TIDEWATER,3,1,2,41859,41.86,"970.0399780273438, 814.52001953125, 1139.25","641.47998046875, 2479.97998046875, 829.9000244140625"
TIIL,5,3,2,204787,204.79,"31.399999618530273, 23.649999618530273, 60.650001525878906, 33.0, 211.64999389648438","23.149999618530273, 87.44999694824219, 38.45000076293945, 114.5, 679.0999755859375"
TIINDIA,1,1,0,61968,61.97,444.3999938964844,1364.6500244140625
TIJARIA,3,1,2,44036,44.04,"4.099999904632568, 5.949999809265137, 5.75","3.049999952316284, 17.850000381469727, 4.199999809265137"
TIL,7,2,5,88145,88.15,"120.0, 289.3500061035156, 523.0499877929688, 280.95001220703125, 202.25, 138.35000610351562, 124.5","423.25, 191.5500030517578, 297.6000061035156, 207.9499969482422, 99.5999984741211, 102.05000305175781, 388.45001220703125"
TIMESGTY,7,4,3,272273,272.27,"16.5, 13.850000381469727, 72.75, 21.149999618530273, 37.70000076293945, 33.0, 23.700000762939453","59.04999923706055, 55.04999923706055, 53.849998474121094, 69.44999694824219, 27.549999237060547, 14.0, 71.25"
TIMETECHNO,3,1,2,44984,44.98,"50.900001525878906, 102.5999984741211, 37.45000076293945","35.150001525878906, 60.75, 119.94999694824219"
TIMKEN,2,2,0,126613,126.61,"160.0, 514.0999755859375","513.8499755859375, 1566.300048828125"
TIPSFILMS,0,0,0,0,0.0,,
TIPSINDLTD,4,1,3,35282,35.28,"5.326353073120117, 2.707916021347046, 4.803606986999512, 5.5382771492004395","3.6215429306030273, 8.128457069396973, 3.579158067703247, 3.979459047317505"
TIRUMALCHM,5,2,3,139011,139.01,"14.0600004196167, 5.349999904632568, 88.30000305175781, 70.19999694824219, 48.900001525878906","8.845000267028809, 19.950000762939453, 62.95000076293945, 35.400001525878906, 194.1999969482422"
TIRUPATIFL,1,0,1,-9451,-9.45,3.514285087585449,2.5542850494384766
TITAGARH,5,1,4,9844,9.84,"38.38999938964844, 23.1200008392334, 102.0, 81.44999694824219, 50.54999923706055","18.489999771118164, 71.91000366210938, 70.69999694824219, 35.29999923706055, 24.899999618530273"
TITAN,3,2,1,120417,120.42,"39.17499923706055, 349.95001220703125, 1273.050048828125","118.51249694824219, 1141.8499755859375, 933.7000122070312"
TMB,0,0,0,0,0.0,,
TNPETRO,3,1,2,42993,42.99,"18.299999237060547, 9.899999618530273, 43.400001525878906","12.050000190734863, 29.700000762939453, 32.099998474121094"
TNPL,4,1,3,29587,29.59,"101.8499984741211, 64.0, 299.04998779296875, 190.60000610351562","67.0, 200.0, 219.8000030517578, 88.94999694824219"
TNTELE,8,1,7,15992,15.99,"17.299999237060547, 6.900000095367432, 3.950000047683716, 2.950000047683716, 2.4000000953674316, 1.399999976158142, 1.350000023841858, 10.850000381469727","12.949999809265137, 4.599999904632568, 2.950000047683716, 2.0, 1.7999999523162842, 1.0, 4.650000095367432, 7.849999904632568"
TOKYOPLAST,3,2,1,124452,124.45,"8.0, 5.900000095367432, 10.699999809265137","5.599999904632568, 19.899999618530273, 35.0"
TORNTPHARM,1,1,0,60869,60.87,659.0250244140625,2002.8499755859375
TORNTPOWER,4,1,3,39252,39.25,"110.80000305175781, 250.8000030517578, 175.85000610351562, 84.19999694824219","63.650001525878906, 182.0, 126.69999694824219, 271.29998779296875"
TOTAL,1,0,1,-10717,-10.72,32.75,19.0
TOUCHWOOD,3,2,1,119435,119.44,"22.239999771118164, 16.940000534057617, 48.54999923706055","15.279999732971191, 52.29999923706055, 169.3000030517578"
TPHQ,6,1,5,57543,57.54,"1.1799999475479126, 0.7900000214576721, 0.4699999988079071, 0.550000011920929, 0.3149999976158142, 0.1850000023841858","0.800000011920929, 0.5199999809265137, 0.3449999988079071, 0.3199999928474426, 0.23000000417232513, 0.7950000166893005"
